locality,Jobs,cutoff,X,T_freq,L_freq
GREEN VALLEY,373618.75935030705,60,3,0.0,3.0
HORNINGSEA PARK,220139.27000267603,60,3,0.0,3.0
MIDDLETON GRANGE,426552.82972707204,60,3,0.0,3.0
DENHAM COURT,29154.668185653998,60,3,0.0,3.0
EDMONDSON PARK,192072.12855121397,60,3,0.0,3.0
LUDDENHAM,11819.9230769231,60,3,0.0,3.0
CARNES HILL,334314.872203098,60,3,0.0,3.0
ELIZABETH HILLS,224991.604038947,60,3,0.0,3.0
CECIL PARK,323.0,60,3,0.0,3.0
LEN WATERS ESTATE,,60,3,0.0,3.0
LEPPINGTON,127596.957328386,60,3,0.0,3.0
BRINGELLY,196494.82996095103,60,3,0.0,3.0
GREENDALE,1584.66666666667,60,3,0.0,3.0
BADGERYS CREEK,539279.586466165,60,3,0.0,3.0
KEMPS CREEK,582182.5225879321,60,3,0.0,3.0
WALLACIA,9802.84424778761,60,3,0.0,3.0
AUSTRAL,419849.86856311705,60,3,0.0,3.0
ROSSMORE,452780.960781333,60,3,0.0,3.0
SILVERDALE,669.103448275862,60,3,0.0,3.0
BUSBY,2295.98498233216,15,4,0.0,4.0
MILLER,3283.44385121908,15,4,0.0,4.0
CASULA,1077.41648303217,15,4,0.0,4.0
CARTWRIGHT,4750.06897823681,15,4,0.0,4.0
HECKENBERG,1464.03841269841,15,4,0.0,4.0
SADLEIR,1830.28248932276,15,4,0.0,4.0
LURNEA,2669.08307759755,15,4,0.0,4.0
ASHCROFT,1236.016358273,15,4,0.0,4.0
LIVERPOOL,13396.729903658701,15,4,0.0,4.0
MOOREBANK,1579.99492157104,15,4,0.0,4.0
WARWICK FARM,11036.2548048346,15,4,0.0,4.0
WATTLE GROVE,777.5886426592799,15,4,0.0,4.0
CHIPPING NORTON,1782.1044469783399,15,4,0.0,4.0
HOLSWORTHY,1227.71644983069,15,4,0.0,4.0
HAMMONDVILLE,1756.19961333978,15,4,0.0,4.0
MOUNT PRITCHARD,998.9365942028991,15,4,0.0,4.0
PRESTONS,1096.94495138369,15,4,0.0,4.0
VOYAGER POINT,191.905311778291,15,4,0.0,4.0
PLEASURE POINT,145.23381294964,15,4,0.0,4.0
WEST HOXTON,1380.9610695187198,15,4,0.0,4.0
CECIL HILLS,696.6842824601371,15,4,0.0,4.0
HOXTON PARK,2233.14279991989,15,4,0.0,4.0
HINCHINBROOK,1433.91351869607,15,4,0.0,4.0
GREEN VALLEY,1708.42089552239,15,4,0.0,4.0
HORNINGSEA PARK,1472.83783783784,15,4,0.0,4.0
MIDDLETON GRANGE,1202.44947135481,15,4,0.0,4.0
DENHAM COURT,140.513755274262,15,4,0.0,4.0
EDMONDSON PARK,617.055694640978,15,4,0.0,4.0
LUDDENHAM,2351.53286713287,15,4,0.0,4.0
CARNES HILL,2110.97977624785,15,4,0.0,4.0
ELIZABETH HILLS,593.642264695276,15,4,0.0,4.0
CECIL PARK,323.0,15,4,0.0,4.0
LEN WATERS ESTATE,,15,4,0.0,4.0
LEPPINGTON,136.547309833024,15,4,0.0,4.0
BRINGELLY,2145.77018104366,15,4,0.0,4.0
GREENDALE,108.083333333333,15,4,0.0,4.0
BADGERYS CREEK,1336.64411027569,15,4,0.0,4.0
KEMPS CREEK,2029.8523717328198,15,4,0.0,4.0
WALLACIA,15.918584070796499,15,4,0.0,4.0
AUSTRAL,6168.9267572935,15,4,0.0,4.0
ROSSMORE,1975.19936155659,15,4,0.0,4.0
SILVERDALE,0.206896551724138,15,4,0.0,4.0
BUSBY,28879.888030035298,30,4,0.0,4.0
MILLER,38383.6768108204,30,4,0.0,4.0
CASULA,21910.2014103129,30,4,0.0,4.0
CARTWRIGHT,77261.14754703059,30,4,0.0,4.0
HECKENBERG,32323.9936507937,30,4,0.0,4.0
SADLEIR,19670.7034777303,30,4,0.0,4.0
LURNEA,50366.30227970191,30,4,0.0,4.0
ASHCROFT,24944.2290158219,30,4,0.0,4.0
LIVERPOOL,64175.8107243579,30,4,0.0,4.0
MOOREBANK,26725.411188925696,30,4,0.0,4.0
WARWICK FARM,55124.152499834905,30,4,0.0,4.0
WATTLE GROVE,4084.1965499874104,30,4,0.0,4.0
CHIPPING NORTON,17969.1571265678,30,4,0.0,4.0
HOLSWORTHY,6385.52058456603,30,4,0.0,4.0
HAMMONDVILLE,5506.5033832769395,30,4,0.0,4.0
MOUNT PRITCHARD,55912.8152173913,30,4,0.0,4.0
PRESTONS,23768.1724756918,30,4,0.0,4.0
VOYAGER POINT,2833.2344110854497,30,4,0.0,4.0
PLEASURE POINT,850.544964028777,30,4,0.0,4.0
WEST HOXTON,28452.9814973262,30,4,0.0,4.0
CECIL HILLS,5827.16492027335,30,4,0.0,4.0
HOXTON PARK,37191.5291407971,30,4,0.0,4.0
HINCHINBROOK,24887.313135187003,30,4,0.0,4.0
GREEN VALLEY,17215.921071115,30,4,0.0,4.0
HORNINGSEA PARK,12032.1316564089,30,4,0.0,4.0
MIDDLETON GRANGE,32481.9267273174,30,4,0.0,4.0
DENHAM COURT,814.0016877637131,30,4,0.0,4.0
EDMONDSON PARK,10224.5580349044,30,4,0.0,4.0
LUDDENHAM,6220.87692307692,30,4,0.0,4.0
CARNES HILL,31237.4771944923,30,4,0.0,4.0
ELIZABETH HILLS,8128.3198701767005,30,4,0.0,4.0
CECIL PARK,323.0,30,4,0.0,4.0
LEN WATERS ESTATE,,30,4,0.0,4.0
LEPPINGTON,4943.38033395176,30,4,0.0,4.0
BRINGELLY,16919.5158679446,30,4,0.0,4.0
GREENDALE,441.75,30,4,0.0,4.0
BADGERYS CREEK,57679.66416040099,30,4,0.0,4.0
KEMPS CREEK,64780.2203936754,30,4,0.0,4.0
WALLACIA,183.617699115044,30,4,0.0,4.0
AUSTRAL,54420.7263712903,30,4,0.0,4.0
ROSSMORE,61141.9132020977,30,4,0.0,4.0
SILVERDALE,12.3448275862069,30,4,0.0,4.0
BUSBY,132784.958701413,45,4,0.0,4.0
MILLER,166813.02758498,45,4,0.0,4.0
CASULA,124173.001259208,45,4,0.0,4.0
CARTWRIGHT,241832.20361490198,45,4,0.0,4.0
HECKENBERG,113052.212063492,45,4,0.0,4.0
SADLEIR,98644.05033557052,45,4,0.0,4.0
LURNEA,166256.463722052,45,4,0.0,4.0
ASHCROFT,86269.3022257978,45,4,0.0,4.0
LIVERPOOL,208764.132057615,45,4,0.0,4.0
MOOREBANK,147764.732235737,45,4,0.0,4.0
WARWICK FARM,191903.182748828,45,4,0.0,4.0
WATTLE GROVE,14867.1829513976,45,4,0.0,4.0
CHIPPING NORTON,116190.82998859699,45,4,0.0,4.0
HOLSWORTHY,52019.8912849759,45,4,0.0,4.0
HAMMONDVILLE,15476.451425809599,45,4,0.0,4.0
MOUNT PRITCHARD,152749.817028986,45,4,0.0,4.0
PRESTONS,123597.379356769,45,4,0.0,4.0
VOYAGER POINT,20365.668591224,45,4,0.0,4.0
PLEASURE POINT,5597.01978417266,45,4,0.0,4.0
WEST HOXTON,140416.099679144,45,4,0.0,4.0
CECIL HILLS,46588.270007593,45,4,0.0,4.0
HOXTON PARK,160963.424193871,45,4,0.0,4.0
HINCHINBROOK,137543.743432407,45,4,0.0,4.0
GREEN VALLEY,106209.516944688,45,4,0.0,4.0
HORNINGSEA PARK,98789.58897511369,45,4,0.0,4.0
MIDDLETON GRANGE,172115.161052373,45,4,0.0,4.0
DENHAM COURT,3049.6751054852302,45,4,0.0,4.0
EDMONDSON PARK,80426.12082290191,45,4,0.0,4.0
LUDDENHAM,8610.50629370629,45,4,0.0,4.0
CARNES HILL,125029.481497418,45,4,0.0,4.0
ELIZABETH HILLS,55999.6920302921,45,4,0.0,4.0
CECIL PARK,323.0,45,4,0.0,4.0
LEN WATERS ESTATE,,45,4,0.0,4.0
LEPPINGTON,27347.313543599303,45,4,0.0,4.0
BRINGELLY,64926.928789492405,45,4,0.0,4.0
GREENDALE,912.416666666667,45,4,0.0,4.0
BADGERYS CREEK,182268.934837093,45,4,0.0,4.0
KEMPS CREEK,201097.00322684698,45,4,0.0,4.0
WALLACIA,1354.30265486726,45,4,0.0,4.0
AUSTRAL,200435.078473329,45,4,0.0,4.0
ROSSMORE,174748.579311393,45,4,0.0,4.0
SILVERDALE,137.551724137931,45,4,0.0,4.0
BUSBY,459387.261263251,60,4,0.0,4.0
MILLER,505049.50275849795,60,4,0.0,4.0
CASULA,414990.297110118,60,4,0.0,4.0
CARTWRIGHT,1109381.12025083,60,4,0.0,4.0
HECKENBERG,356127.335238095,60,4,0.0,4.0
SADLEIR,292283.305979256,60,4,0.0,4.0
LURNEA,595123.305896537,60,4,0.0,4.0
ASHCROFT,248226.437919013,60,4,0.0,4.0
LIVERPOOL,1000821.1827267,60,4,0.0,4.0
MOOREBANK,909924.3339067041,60,4,0.0,4.0
WARWICK FARM,848252.0989366621,60,4,0.0,4.0
WATTLE GROVE,107067.48514228199,60,4,0.0,4.0
CHIPPING NORTON,567459.391220068,60,4,0.0,4.0
HOLSWORTHY,391617.985564071,60,4,0.0,4.0
HAMMONDVILLE,100804.49637506,60,4,0.0,4.0
MOUNT PRITCHARD,579064.827898551,60,4,0.0,4.0
PRESTONS,320725.051757666,60,4,0.0,4.0
VOYAGER POINT,274254.21478060004,60,4,0.0,4.0
PLEASURE POINT,88085.3075539568,60,4,0.0,4.0
WEST HOXTON,328472.841604278,60,4,0.0,4.0
CECIL HILLS,229192.685345482,60,4,0.0,4.0
HOXTON PARK,387178.56799519295,60,4,0.0,4.0
HINCHINBROOK,388153.042473634,60,4,0.0,4.0
GREEN VALLEY,369943.26101843704,60,4,0.0,4.0
HORNINGSEA PARK,222134.98367674602,60,4,0.0,4.0
MIDDLETON GRANGE,416388.245758544,60,4,0.0,4.0
DENHAM COURT,28032.3368776371,60,4,0.0,4.0
EDMONDSON PARK,189972.003192918,60,4,0.0,4.0
LUDDENHAM,11810.1440559441,60,4,0.0,4.0
CARNES HILL,329206.558089501,60,4,0.0,4.0
ELIZABETH HILLS,222339.591056617,60,4,0.0,4.0
CECIL PARK,323.0,60,4,0.0,4.0
LEN WATERS ESTATE,,60,4,0.0,4.0
LEPPINGTON,110199.055658627,60,4,0.0,4.0
BRINGELLY,196530.58530351397,60,4,0.0,4.0
GREENDALE,1584.66666666667,60,4,0.0,4.0
BADGERYS CREEK,529898.3684210529,60,4,0.0,4.0
KEMPS CREEK,569247.976363343,60,4,0.0,4.0
WALLACIA,9802.84424778761,60,4,0.0,4.0
AUSTRAL,411741.61041649204,60,4,0.0,4.0
ROSSMORE,426820.90453750896,60,4,0.0,4.0
SILVERDALE,669.103448275862,60,4,0.0,4.0
BUSBY,2292.88427561837,15,5,0.0,5.0
MILLER,3285.19985762591,15,5,0.0,5.0
CASULA,1066.82585153938,15,5,0.0,5.0
CARTWRIGHT,4075.7539653264503,15,5,0.0,5.0
HECKENBERG,1464.03841269841,15,5,0.0,5.0
SADLEIR,1830.28248932276,15,5,0.0,5.0
LURNEA,2566.81104778606,15,5,0.0,5.0
ASHCROFT,1236.016358273,15,5,0.0,5.0
LIVERPOOL,13180.5521359756,15,5,0.0,5.0
MOOREBANK,1579.99492157104,15,5,0.0,5.0
WARWICK FARM,11036.2548048346,15,5,0.0,5.0
WATTLE GROVE,777.5886426592799,15,5,0.0,5.0
CHIPPING NORTON,1782.1044469783399,15,5,0.0,5.0
HOLSWORTHY,1227.71644983069,15,5,0.0,5.0
HAMMONDVILLE,1756.19961333978,15,5,0.0,5.0
MOUNT PRITCHARD,998.9365942028991,15,5,0.0,5.0
PRESTONS,1050.2632011967098,15,5,0.0,5.0
VOYAGER POINT,191.905311778291,15,5,0.0,5.0
PLEASURE POINT,145.23381294964,15,5,0.0,5.0
WEST HOXTON,1320.05165775401,15,5,0.0,5.0
CECIL HILLS,695.439787395596,15,5,0.0,5.0
HOXTON PARK,2179.9671540156196,15,5,0.0,5.0
HINCHINBROOK,1439.88763183126,15,5,0.0,5.0
GREEN VALLEY,1708.42089552239,15,5,0.0,5.0
HORNINGSEA PARK,1472.83783783784,15,5,0.0,5.0
MIDDLETON GRANGE,1193.5288910745,15,5,0.0,5.0
DENHAM COURT,140.513755274262,15,5,0.0,5.0
EDMONDSON PARK,617.055694640978,15,5,0.0,5.0
LUDDENHAM,2351.53286713287,15,5,0.0,5.0
CARNES HILL,2082.62220309811,15,5,0.0,5.0
ELIZABETH HILLS,593.642264695276,15,5,0.0,5.0
CECIL PARK,323.0,15,5,0.0,5.0
LEN WATERS ESTATE,,15,5,0.0,5.0
LEPPINGTON,136.547309833024,15,5,0.0,5.0
BRINGELLY,2140.9795527156502,15,5,0.0,5.0
GREENDALE,108.083333333333,15,5,0.0,5.0
BADGERYS CREEK,1300.19047619048,15,5,0.0,5.0
KEMPS CREEK,1718.7053081639199,15,5,0.0,5.0
WALLACIA,15.918584070796499,15,5,0.0,5.0
AUSTRAL,5804.85688512209,15,5,0.0,5.0
ROSSMORE,1874.51501102075,15,5,0.0,5.0
SILVERDALE,0.206896551724138,15,5,0.0,5.0
BUSBY,28781.5894434629,30,5,0.0,5.0
MILLER,37255.252714006,30,5,0.0,5.0
CASULA,21726.9780268211,30,5,0.0,5.0
CARTWRIGHT,75966.1862781262,30,5,0.0,5.0
HECKENBERG,32318.4911111111,30,5,0.0,5.0
SADLEIR,19642.173276388,30,5,0.0,5.0
LURNEA,49732.8166374397,30,5,0.0,5.0
ASHCROFT,24943.581120944,30,5,0.0,5.0
LIVERPOOL,63518.6291143793,30,5,0.0,5.0
MOOREBANK,26698.093459475,30,5,0.0,5.0
WARWICK FARM,55374.773396737306,30,5,0.0,5.0
WATTLE GROVE,4084.1965499874104,30,5,0.0,5.0
CHIPPING NORTON,17915.1820980616,30,5,0.0,5.0
HOLSWORTHY,6385.52058456603,30,5,0.0,5.0
HAMMONDVILLE,5506.5033832769395,30,5,0.0,5.0
MOUNT PRITCHARD,55912.8152173913,30,5,0.0,5.0
PRESTONS,23402.8890052356,30,5,0.0,5.0
VOYAGER POINT,2833.2344110854497,30,5,0.0,5.0
PLEASURE POINT,850.544964028777,30,5,0.0,5.0
WEST HOXTON,27145.3739037433,30,5,0.0,5.0
CECIL HILLS,5718.775550493549,30,5,0.0,5.0
HOXTON PARK,34446.2042860004,30,5,0.0,5.0
HINCHINBROOK,22847.4023969319,30,5,0.0,5.0
GREEN VALLEY,17287.2842844601,30,5,0.0,5.0
HORNINGSEA PARK,9759.904468825258,30,5,0.0,5.0
MIDDLETON GRANGE,32525.9556183919,30,5,0.0,5.0
DENHAM COURT,814.0016877637131,30,5,0.0,5.0
EDMONDSON PARK,10187.217372374,30,5,0.0,5.0
LUDDENHAM,6220.87692307692,30,5,0.0,5.0
CARNES HILL,30302.7030981067,30,5,0.0,5.0
ELIZABETH HILLS,8019.3941579516795,30,5,0.0,5.0
CECIL PARK,323.0,30,5,0.0,5.0
LEN WATERS ESTATE,,30,5,0.0,5.0
LEPPINGTON,4943.38033395176,30,5,0.0,5.0
BRINGELLY,16300.9525026624,30,5,0.0,5.0
GREENDALE,441.75,30,5,0.0,5.0
BADGERYS CREEK,50499.4686716792,30,5,0.0,5.0
KEMPS CREEK,59901.7089383672,30,5,0.0,5.0
WALLACIA,183.617699115044,30,5,0.0,5.0
AUSTRAL,50302.843067326794,30,5,0.0,5.0
ROSSMORE,55641.3393630767,30,5,0.0,5.0
SILVERDALE,12.3448275862069,30,5,0.0,5.0
BUSBY,131684.398409894,45,5,0.0,5.0
MILLER,165149.8428546,45,5,0.0,5.0
CASULA,121133.07246741801,45,5,0.0,5.0
CARTWRIGHT,236727.215049797,45,5,0.0,5.0
HECKENBERG,112046.46285714301,45,5,0.0,5.0
SADLEIR,97421.0765710799,45,5,0.0,5.0
LURNEA,163985.34765453698,45,5,0.0,5.0
ASHCROFT,85935.22472512741,45,5,0.0,5.0
LIVERPOOL,206878.786724206,45,5,0.0,5.0
MOOREBANK,147516.159151411,45,5,0.0,5.0
WARWICK FARM,192280.29304537302,45,5,0.0,5.0
WATTLE GROVE,14862.9152606396,45,5,0.0,5.0
CHIPPING NORTON,115736.11676168801,45,5,0.0,5.0
HOLSWORTHY,52003.2783817501,45,5,0.0,5.0
HAMMONDVILLE,15473.739971000501,45,5,0.0,5.0
MOUNT PRITCHARD,153056.454710145,45,5,0.0,5.0
PRESTONS,120430.061854899,45,5,0.0,5.0
VOYAGER POINT,20346.7205542725,45,5,0.0,5.0
PLEASURE POINT,5597.01978417266,45,5,0.0,5.0
WEST HOXTON,137169.767486631,45,5,0.0,5.0
CECIL HILLS,41411.4118451025,45,5,0.0,5.0
HOXTON PARK,156383.13138393802,45,5,0.0,5.0
HINCHINBROOK,135053.679290508,45,5,0.0,5.0
GREEN VALLEY,106361.595697981,45,5,0.0,5.0
HORNINGSEA PARK,91179.5509767193,45,5,0.0,5.0
MIDDLETON GRANGE,167200.468650111,45,5,0.0,5.0
DENHAM COURT,3049.6751054852302,45,5,0.0,5.0
EDMONDSON PARK,79473.6338304125,45,5,0.0,5.0
LUDDENHAM,8610.528671328671,45,5,0.0,5.0
CARNES HILL,122896.82788296,45,5,0.0,5.0
ELIZABETH HILLS,55960.3999278759,45,5,0.0,5.0
CECIL PARK,323.0,45,5,0.0,5.0
LEN WATERS ESTATE,,45,5,0.0,5.0
LEPPINGTON,27618.0148423006,45,5,0.0,5.0
BRINGELLY,62839.2075257366,45,5,0.0,5.0
GREENDALE,912.416666666667,45,5,0.0,5.0
BADGERYS CREEK,167334.57142857098,45,5,0.0,5.0
KEMPS CREEK,191661.014924169,45,5,0.0,5.0
WALLACIA,1354.30265486726,45,5,0.0,5.0
AUSTRAL,194840.88594724602,45,5,0.0,5.0
ROSSMORE,167187.272630539,45,5,0.0,5.0
SILVERDALE,137.551724137931,45,5,0.0,5.0
BUSBY,455279.681978799,60,5,0.0,5.0
MILLER,502301.249866524,60,5,0.0,5.0
CASULA,411856.161997104,60,5,0.0,5.0
CARTWRIGHT,1080237.01954998,60,5,0.0,5.0
HECKENBERG,347129.762222222,60,5,0.0,5.0
SADLEIR,287835.571384991,60,5,0.0,5.0
LURNEA,584324.3342832089,60,5,0.0,5.0
ASHCROFT,245633.936175918,60,5,0.0,5.0
LIVERPOOL,996451.797172222,60,5,0.0,5.0
MOOREBANK,908630.857885899,60,5,0.0,5.0
WARWICK FARM,848677.240869163,60,5,0.0,5.0
WATTLE GROVE,107512.61823218301,60,5,0.0,5.0
CHIPPING NORTON,565120.7995439001,60,5,0.0,5.0
HOLSWORTHY,390446.91445375205,60,5,0.0,5.0
HAMMONDVILLE,101428.68849685801,60,5,0.0,5.0
MOUNT PRITCHARD,575561.739130435,60,5,0.0,5.0
PRESTONS,314044.579281975,60,5,0.0,5.0
VOYAGER POINT,275319.183602771,60,5,0.0,5.0
PLEASURE POINT,88085.3075539568,60,5,0.0,5.0
WEST HOXTON,319346.028128342,60,5,0.0,5.0
CECIL HILLS,210079.07866362898,60,5,0.0,5.0
HOXTON PARK,376520.879030643,60,5,0.0,5.0
HINCHINBROOK,387041.665675935,60,5,0.0,5.0
GREEN VALLEY,366698.017822651,60,5,0.0,5.0
HORNINGSEA PARK,213679.603425207,60,5,0.0,5.0
MIDDLETON GRANGE,416836.21219572204,60,5,0.0,5.0
DENHAM COURT,28464.220759493703,60,5,0.0,5.0
EDMONDSON PARK,191421.690940097,60,5,0.0,5.0
LUDDENHAM,11780.4923076923,60,5,0.0,5.0
CARNES HILL,321055.813683305,60,5,0.0,5.0
ELIZABETH HILLS,218691.434908042,60,5,0.0,5.0
CECIL PARK,323.0,60,5,0.0,5.0
LEN WATERS ESTATE,,60,5,0.0,5.0
LEPPINGTON,104362.244897959,60,5,0.0,5.0
BRINGELLY,190246.552076677,60,5,0.0,5.0
GREENDALE,1584.66666666667,60,5,0.0,5.0
BADGERYS CREEK,513094.598997494,60,5,0.0,5.0
KEMPS CREEK,554586.414488545,60,5,0.0,5.0
WALLACIA,9802.84424778761,60,5,0.0,5.0
AUSTRAL,400614.682778104,60,5,0.0,5.0
ROSSMORE,425902.10397507,60,5,0.0,5.0
SILVERDALE,669.103448275862,60,5,0.0,5.0
BUSBY,2292.88427561837,15,6,0.0,6.0
MILLER,3285.19985762591,15,6,0.0,6.0
CASULA,1064.76433923062,15,6,0.0,6.0
CARTWRIGHT,4623.437845813351,15,6,0.0,6.0
HECKENBERG,1464.03841269841,15,6,0.0,6.0
SADLEIR,1830.28248932276,15,6,0.0,6.0
LURNEA,2612.79460762823,15,6,0.0,6.0
ASHCROFT,1236.016358273,15,6,0.0,6.0
LIVERPOOL,13395.0780194197,15,6,0.0,6.0
MOOREBANK,1579.99492157104,15,6,0.0,6.0
WARWICK FARM,11036.2548048346,15,6,0.0,6.0
WATTLE GROVE,777.5886426592799,15,6,0.0,6.0
CHIPPING NORTON,1782.1044469783399,15,6,0.0,6.0
HOLSWORTHY,1227.71644983069,15,6,0.0,6.0
HAMMONDVILLE,1756.19961333978,15,6,0.0,6.0
MOUNT PRITCHARD,998.9365942028991,15,6,0.0,6.0
PRESTONS,1095.28721017203,15,6,0.0,6.0
VOYAGER POINT,191.905311778291,15,6,0.0,6.0
PLEASURE POINT,145.23381294964,15,6,0.0,6.0
WEST HOXTON,1282.92459893048,15,6,0.0,6.0
CECIL HILLS,696.682763857251,15,6,0.0,6.0
HOXTON PARK,2211.42839975966,15,6,0.0,6.0
HINCHINBROOK,1432.607957814,15,6,0.0,6.0
GREEN VALLEY,1708.42089552239,15,6,0.0,6.0
HORNINGSEA PARK,1472.83783783784,15,6,0.0,6.0
MIDDLETON GRANGE,1195.652815343,15,6,0.0,6.0
DENHAM COURT,140.513755274262,15,6,0.0,6.0
EDMONDSON PARK,617.055694640978,15,6,0.0,6.0
LUDDENHAM,2351.53286713287,15,6,0.0,6.0
CARNES HILL,2100.21557659208,15,6,0.0,6.0
ELIZABETH HILLS,593.642264695276,15,6,0.0,6.0
CECIL PARK,323.0,15,6,0.0,6.0
LEN WATERS ESTATE,,15,6,0.0,6.0
LEPPINGTON,136.547309833024,15,6,0.0,6.0
BRINGELLY,2141.33013844515,15,6,0.0,6.0
GREENDALE,108.083333333333,15,6,0.0,6.0
BADGERYS CREEK,1275.7619047619,15,6,0.0,6.0
KEMPS CREEK,1614.3838334946802,15,6,0.0,6.0
WALLACIA,15.918584070796499,15,6,0.0,6.0
AUSTRAL,5595.0892422589595,15,6,0.0,6.0
ROSSMORE,1708.03351827924,15,6,0.0,6.0
SILVERDALE,0.206896551724138,15,6,0.0,6.0
BUSBY,28723.646201413398,30,6,0.0,6.0
MILLER,37819.5461825948,30,6,0.0,6.0
CASULA,21361.9211106214,30,6,0.0,6.0
CARTWRIGHT,75991.2910365179,30,6,0.0,6.0
HECKENBERG,32377.026666666698,30,6,0.0,6.0
SADLEIR,19635.0677242221,30,6,0.0,6.0
LURNEA,49465.883822884694,30,6,0.0,6.0
ASHCROFT,24944.2290158219,30,6,0.0,6.0
LIVERPOOL,63866.3385194859,30,6,0.0,6.0
MOOREBANK,26687.7621329402,30,6,0.0,6.0
WARWICK FARM,54879.3481276006,30,6,0.0,6.0
WATTLE GROVE,4084.1965499874104,30,6,0.0,6.0
CHIPPING NORTON,17968.6127708096,30,6,0.0,6.0
HOLSWORTHY,6385.52058456603,30,6,0.0,6.0
HAMMONDVILLE,5506.5033832769395,30,6,0.0,6.0
MOUNT PRITCHARD,55470.0597826087,30,6,0.0,6.0
PRESTONS,22350.5599102468,30,6,0.0,6.0
VOYAGER POINT,2833.2344110854497,30,6,0.0,6.0
PLEASURE POINT,850.544964028777,30,6,0.0,6.0
WEST HOXTON,25928.928128342202,30,6,0.0,6.0
CECIL HILLS,5847.4662110858,30,6,0.0,6.0
HOXTON PARK,34800.0779090727,30,6,0.0,6.0
HINCHINBROOK,23648.3731543624,30,6,0.0,6.0
GREEN VALLEY,17196.8068481124,30,6,0.0,6.0
HORNINGSEA PARK,9403.432967621091,30,6,0.0,6.0
MIDDLETON GRANGE,32975.4811900664,30,6,0.0,6.0
DENHAM COURT,814.0016877637131,30,6,0.0,6.0
EDMONDSON PARK,9878.135735278109,30,6,0.0,6.0
LUDDENHAM,6220.87692307692,30,6,0.0,6.0
CARNES HILL,28692.7827022375,30,6,0.0,6.0
ELIZABETH HILLS,8151.8460151460495,30,6,0.0,6.0
CECIL PARK,323.0,30,6,0.0,6.0
LEN WATERS ESTATE,,30,6,0.0,6.0
LEPPINGTON,4980.61966604824,30,6,0.0,6.0
BRINGELLY,16363.4877529286,30,6,0.0,6.0
GREENDALE,441.75,30,6,0.0,6.0
BADGERYS CREEK,50401.195488721794,30,6,0.0,6.0
KEMPS CREEK,57970.598983543096,30,6,0.0,6.0
WALLACIA,183.617699115044,30,6,0.0,6.0
AUSTRAL,49938.0345584739,30,6,0.0,6.0
ROSSMORE,56528.122368321,30,6,0.0,6.0
SILVERDALE,12.3448275862069,30,6,0.0,6.0
BUSBY,133939.272084806,45,6,0.0,6.0
MILLER,164665.30539241902,45,6,0.0,6.0
CASULA,119590.468929044,45,6,0.0,6.0
CARTWRIGHT,237297.728144596,45,6,0.0,6.0
HECKENBERG,113673.20317460301,45,6,0.0,6.0
SADLEIR,98012.72971323981,45,6,0.0,6.0
LURNEA,161086.680841736,45,6,0.0,6.0
ASHCROFT,85851.08956824889,45,6,0.0,6.0
LIVERPOOL,206492.391365245,45,6,0.0,6.0
MOOREBANK,147442.826063808,45,6,0.0,6.0
WARWICK FARM,189782.456640909,45,6,0.0,6.0
WATTLE GROVE,14862.9152606396,45,6,0.0,6.0
CHIPPING NORTON,116210.34287343199,45,6,0.0,6.0
HOLSWORTHY,52001.066654785194,45,6,0.0,6.0
HAMMONDVILLE,15473.739971000501,45,6,0.0,6.0
MOUNT PRITCHARD,152826.226449275,45,6,0.0,6.0
PRESTONS,119032.533507853,45,6,0.0,6.0
VOYAGER POINT,20346.7205542725,45,6,0.0,6.0
PLEASURE POINT,5597.01978417266,45,6,0.0,6.0
WEST HOXTON,134959.574973262,45,6,0.0,6.0
CECIL HILLS,41084.7775246773,45,6,0.0,6.0
HOXTON PARK,158257.22471460002,45,6,0.0,6.0
HINCHINBROOK,133775.880920422,45,6,0.0,6.0
GREEN VALLEY,105391.71071115,45,6,0.0,6.0
HORNINGSEA PARK,91777.34733743641,45,6,0.0,6.0
MIDDLETON GRANGE,170355.37251045,45,6,0.0,6.0
DENHAM COURT,3049.6751054852302,45,6,0.0,6.0
EDMONDSON PARK,78388.3961394724,45,6,0.0,6.0
LUDDENHAM,8610.48391608392,45,6,0.0,6.0
CARNES HILL,121213.02753872599,45,6,0.0,6.0
ELIZABETH HILLS,54852.4857554995,45,6,0.0,6.0
CECIL PARK,323.0,45,6,0.0,6.0
LEN WATERS ESTATE,,45,6,0.0,6.0
LEPPINGTON,27946.7235621521,45,6,0.0,6.0
BRINGELLY,62566.2408235712,45,6,0.0,6.0
GREENDALE,912.416666666667,45,6,0.0,6.0
BADGERYS CREEK,169318.741854637,45,6,0.0,6.0
KEMPS CREEK,189054.763310745,45,6,0.0,6.0
WALLACIA,1354.30265486726,45,6,0.0,6.0
AUSTRAL,192447.724511202,45,6,0.0,6.0
ROSSMORE,164585.904461503,45,6,0.0,6.0
SILVERDALE,137.551724137931,45,6,0.0,6.0
BUSBY,462948.331492933,60,6,0.0,6.0
MILLER,497674.266061577,60,6,0.0,6.0
CASULA,399029.726940754,60,6,0.0,6.0
CARTWRIGHT,1096186.23349318,60,6,0.0,6.0
HECKENBERG,352385.726984127,60,6,0.0,6.0
SADLEIR,294810.174801708,60,6,0.0,6.0
LURNEA,571407.802827707,60,6,0.0,6.0
ASHCROFT,248089.786806114,60,6,0.0,6.0
LIVERPOOL,1001754.33895482,60,6,0.0,6.0
